 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         

  Surface # 1     MainWing                                
     # Chordwise =  8   # Spanwise = 14     First strip =  1
     Surface area =  128.197769       Ave. chord =    5.718009
     CLsurf  =   0.25780     Clsurf  =  -0.05346
     CYsurf  =   0.00002     Cmsurf  =  -0.45400
     CDsurf  =   0.00527     Cnsurf  =   0.00059
     CDisurf =   0.00527     CDvsurf =   0.00000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     CLsurf  =   0.51559     CDsurf  =   0.01055
     Deflect =

 Strip Forces referred to Strip Area, Chord
    j      Yle    Chord     Area     c cl      ai      cl_norm  cl       cd       cdv    cm_c/4    cm_LE  C.P.x/c
     1   0.7550   9.1166  13.7660   4.2339   0.0698   0.5096   0.4644   0.0196   0.0000  -0.2334  -0.3239    0.753
     2   2.2650   8.5497  12.9100   4.1510   0.0646   0.5327   0.4855   0.0176   0.0000  -0.2373  -0.3325    0.739
     3   3.7750   7.9828  12.0540   4.0070   0.0581   0.5508   0.5019   0.0163   0.0000  -0.2378  -0.3367    0.724
     4   5.2850   7.4159  11.1980   3.8153   0.0511   0.5645   0.5144   0.0150   0.0000  -0.2357  -0.3376    0.708
     5   6.7950   6.8490  10.3421   3.5806   0.0425   0.5736   0.5228   0.0137   0.0000  -0.2312  -0.3355    0.692
     6   8.3050   6.2822   9.4861   3.3001   0.0262   0.5764   0.5253   0.0125   0.0000  -0.2238  -0.3291    0.676
     7   9.8950   5.7957   9.6788   3.0345   0.0117   0.6700   0.5236   0.0085   0.0000  -0.2080  -0.2920    0.647
     8  11.5650   5.3896   9.0006   2.8925   0.0240   0.6867   0.5367   0.0067   0.0000  -0.1991  -0.2872    0.621
     9  13.2350   4.9835   8.3224   2.7310   0.0274   0.7012   0.5480   0.0051   0.0000  -0.1921  -0.2836    0.601
    10  14.9050   4.5774   7.6443   2.5444   0.0288   0.7112   0.5558   0.0036   0.0000  -0.1856  -0.2796    0.584
    11  16.5750   4.1713   6.9661   2.3298   0.0303   0.7147   0.5585   0.0020   0.0000  -0.1786  -0.2742    0.570
    12  18.2450   3.7652   6.2879   2.0794   0.0332   0.7067   0.5523   0.0006   0.0000  -0.1699  -0.2653    0.558
    13  19.9150   3.3591   5.6098   1.7705   0.0405   0.6744   0.5271  -0.0002   0.0000  -0.1572  -0.2490    0.548
    14  21.5850   2.9530   4.9316   1.3231   0.0646   0.5733   0.4480   0.0002   0.0000  -0.1338  -0.2118    0.549

  Surface # 2     MainWing (YDUP)                         
     # Chordwise =  8   # Spanwise = 14     First strip = 15
     Surface area =  128.197769       Ave. chord =    5.718009
     CLsurf  =   0.25780     Clsurf  =   0.05346
     CYsurf  =  -0.00002     Cmsurf  =  -0.45400
     CDsurf  =   0.00527     Cnsurf  =  -0.00059
     CDisurf =   0.00527     CDvsurf =   0.00000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     CLsurf  =   0.51559     CDsurf  =   0.01055
     Deflect =

 Strip Forces referred to Strip Area, Chord
    j      Yle    Chord     Area     c cl      ai      cl_norm  cl       cd       cdv    cm_c/4    cm_LE  C.P.x/c
    15  -0.7550   9.1166  13.7660   4.2339   0.0698   0.5096   0.4644   0.0196   0.0000  -0.2334   0.3239    0.753
    16  -2.2650   8.5497  12.9100   4.1510   0.0646   0.5327   0.4855   0.0176   0.0000  -0.2373   0.3325    0.739
    17  -3.7750   7.9828  12.0540   4.0070   0.0581   0.5508   0.5019   0.0163   0.0000  -0.2378   0.3367    0.724
    18  -5.2850   7.4159  11.1980   3.8153   0.0511   0.5645   0.5144   0.0150   0.0000  -0.2357   0.3377    0.708
    19  -6.7950   6.8490  10.3421   3.5806   0.0425   0.5736   0.5228   0.0137   0.0000  -0.2312   0.3355    0.692
    20  -8.3050   6.2822   9.4861   3.3001   0.0262   0.5764   0.5253   0.0125   0.0000  -0.2238   0.3291    0.676
    21  -9.8950   5.7957   9.6788   3.0345   0.0117   0.6700   0.5236   0.0085   0.0000  -0.2080   0.2920    0.647
    22 -11.5650   5.3896   9.0006   2.8925   0.0240   0.6867   0.5367   0.0067   0.0000  -0.1991   0.2872    0.621
    23 -13.2350   4.9835   8.3224   2.7310   0.0274   0.7012   0.5480   0.0051   0.0000  -0.1921   0.2836    0.601
    24 -14.9050   4.5774   7.6443   2.5444   0.0288   0.7112   0.5558   0.0036   0.0000  -0.1856   0.2796    0.584
    25 -16.5750   4.1713   6.9661   2.3298   0.0303   0.7147   0.5585   0.0020   0.0000  -0.1786   0.2742    0.570
    26 -18.2450   3.7652   6.2879   2.0794   0.0332   0.7067   0.5523   0.0006   0.0000  -0.1699   0.2653    0.558
    27 -19.9150   3.3591   5.6098   1.7705   0.0405   0.6744   0.5271  -0.0002   0.0000  -0.1572   0.2490    0.548
    28 -21.5850   2.9530   4.9316   1.3231   0.0646   0.5733   0.4480   0.0002   0.0000  -0.1338   0.2118    0.549
 ---------------------------------------------------------------
